"Data","Australian dollar ","Czech koruna ","Danish krone ","Hong Kong dollar ","Japanese yen ","Korean won ","Malaysian ringgit ","Mexican peso ","Philippine peso ","Polish zloty ","Singapore dollar ","US dollar "
2001-04-25,1.775,34.634,7.4637,6.9781,109.55,1170.09,3.4056,8.3235,45.325,3.5986,1.6258,0.8947
2001-04-26,1.7747,34.622,7.4639,7.0295,110.36,1186.56,3.4206,8.3242,45.908,3.6025,1.637,0.9013
2001-04-27,1.7631,34.645,7.4645,7.0374,112.01,1197.35,3.4291,8.3896,45.933,3.5732,1.6417,0.9023
2001-04-28,1.7579,34.6051,7.4644,6.9974,111.0965,1186.5095,3.4095,8.3295,45.8045,3.5584,1.6324,0.8972
2001-04-29,1.7522,34.5723,7.4644,6.9626,110.3962,1179.1716,3.3929,8.2866,45.707,3.5426,1.6246,0.8927
2001-04-30,1.7476,34.526,7.4644,6.9223,109.67,1171.19,3.3735,8.2339,45.63,3.5254,1.6157,0.8876
2001-05-01,1.7316,34.5979,7.4645,6.9368,109.2493,1167.3604,3.3809,8.248,45.4014,3.5275,1.6172,0.8894
2001-05-02,1.7158,34.668,7.4645,6.9469,108.81,1163.7,3.3864,8.2494,45.226,3.5283,1.6171,0.8907
2001-05-03,1.7078,34.635,7.4646,6.9436,108.24,1152.94,3.382,8.2726,44.701,3.5243,1.6208,0.8903
2001-05-04,1.7157,34.63,7.4651,6.9718,108.19,1154.92,3.3972,8.2806,45.058,3.5347,1.6294,0.8939
2001-05-05,1.7162,34.5969,7.465,6.9631,108.1978,1155.3227,3.3927,8.2668,44.997,3.5289,1.6266,0.8928
2001-05-06,1.7173,34.5668,7.4649,6.9578,108.197,1155.6822,3.39,8.2565,44.9778,3.5243,1.6249,0.8921
2001-05-07,1.72,34.54,7.4648,6.9563,108.2,1156.44,3.3891,8.2626,44.994,3.521,1.6238,0.8919
2001-05-08,1.7051,34.485,7.4643,6.9151,108.21,1155.24,3.3698,8.1408,44.717,3.5002,1.618,0.8866
2001-05-09,1.6948,34.423,7.4641,6.8848,107.5,1149.1,3.3524,8.1393,44.684,3.4942,1.608,0.8827
2001-05-10,1.6923,34.417,7.4635,6.9028,108.17,1155.81,3.379,8.1798,44.994,3.5213,1.6072,0.885
2001-05-11,1.6742,34.39,7.462,6.8427,107.35,1137.86,3.3334,8.0936,44.08,3.4925,1.5897,0.8773
2001-05-12,1.6812,34.3892,7.4618,6.8398,107.5095,1139.0335,3.3335,8.0869,44.1353,3.5024,1.591,0.8769
2001-05-13,1.6859,34.3856,7.4616,6.832,107.5952,1137.7423,3.3297,8.0709,44.079,3.5096,1.5904,0.8759
2001-05-14,1.6907,34.378,7.4613,6.821,107.62,1134.58,3.3241,8.0539,44,3.5173,1.5892,0.8745
2001-05-15,1.6962,34.417,7.4614,6.839,108.35,1142.91,3.3353,8.031,44.061,3.5198,1.5949,0.8768
2001-05-16,1.6922,34.35,7.4621,6.8904,109.26,1156.37,3.3605,8.1369,44.35,3.5188,1.6016,0.8834
2001-05-17,1.6688,34.323,7.4621,6.8755,108.58,1147.71,3.348,7.9313,44.273,3.5027,1.5946,0.8815
2001-05-18,1.6687,34.354,7.4609,6.8459,108.35,1144.52,3.3333,7.8944,44.094,3.4847,1.5886,0.8777
2001-05-19,1.6651,34.3398,7.4609,6.8396,108.1416,1142.4639,3.3309,7.8908,44.223,3.4882,1.5875,0.8769
2001-05-20,1.6616,34.33,7.4608,6.8312,107.9291,1140.1737,3.3273,7.8793,44.3122,3.4901,1.5859,0.8758
2001-05-21,1.6575,34.327,7.4608,6.8279,107.79,1139.77,3.3266,7.8852,44.514,3.4945,1.5856,0.8754
2001-05-22,1.6593,34.259,7.4592,6.7741,106.96,1129.05,3.2984,7.7552,43.899,3.4675,1.5733,0.8685
2001-05-23,1.6575,34.233,7.4593,6.6962,104.01,1104.46,3.261,7.7573,43.186,3.432,1.5498,0.8585
2001-05-24,1.6713,34.271,7.4584,6.7109,103.15,1105.61,3.2686,7.8029,43.292,3.4392,1.5516,0.8604
2001-05-25,1.6485,34.288,7.4592,6.7008,103.54,1107.47,3.2656,7.8072,43.419,3.4325,1.5545,0.8591
2001-05-26,1.6509,34.2925,7.4588,6.6987,103.6414,1108.0289,3.2648,7.8032,43.4629,3.4397,1.5542,0.8588
2001-05-27,1.6512,34.2986,7.4585,6.6959,103.7571,1108.6831,3.2638,7.8012,43.5158,3.4459,1.5543,0.8585
2001-05-28,1.6505,34.318,7.4582,6.6954,103.98,1110.77,3.2642,7.8036,43.638,3.4527,1.5554,0.8584
2001-05-29,1.6608,34.219,7.4575,6.6704,102.88,1102.78,3.2503,7.767,43.195,3.4529,1.5449,0.8552
2001-05-30,1.6673,34.136,7.4567,6.6751,102.77,1103.98,3.2498,7.8042,43.273,3.4274,1.5484,0.8558
2001-05-31,1.6727,34.195,7.4556,6.6142,101,1086.29,3.2228,7.7813,42.829,3.393,1.5346,0.848
2001-06-01,1.666,34.053,7.4564,6.6126,100.62,1088.58,3.2236,7.7917,43.051,3.3781,1.5342,0.8478
2001-06-02,1.6675,34.0494,7.4562,6.6212,101.0797,1090.182,3.2278,7.7889,43.0653,3.3805,1.5375,0.8489
2001-06-03,1.6683,34.0323,7.4561,6.6283,101.4581,1091.4596,3.2314,7.7874,43.0967,3.3814,1.5403,0.8499
2001-06-04,1.6695,34.018,7.456,6.6392,101.9,1093.49,3.2371,7.7888,43.168,3.383,1.5445,0.8513
2001-06-05,1.6675,33.955,7.456,6.6025,101.44,1089.02,3.2169,7.7663,42.857,3.373,1.533,0.8465
2001-06-06,1.6589,34.127,7.4577,6.6634,103.13,1098.2,3.2476,7.7902,43.35,3.409,1.548,0.8543
2001-06-07,1.6375,34.075,7.4564,6.6031,101.7,1090.25,3.2173,7.7337,42.841,3.3765,1.532,0.8466
2001-06-08,1.6187,34.081,7.4546,6.6043,102.14,1088.56,3.2226,7.7067,43.166,3.3728,1.533,0.8468
2001-06-09,1.619,34.064,7.4546,6.6111,102.5463,1090.3101,3.2241,7.7077,43.2555,3.3734,1.5353,0.8477
2001-06-10,1.6174,34.0492,7.4545,6.6169,102.9436,1091.416,3.2256,7.7042,43.364,3.3735,1.5373,0.8484
2001-06-11,1.6157,34.048,7.4544,6.6244,103.39,1092.33,3.2279,7.7026,43.492,3.376,1.5395,0.8494
2001-06-12,1.6137,33.905,7.4547,6.6086,103.16,1093.15,3.2202,7.6674,43.429,3.3433,1.5391,0.8474
2001-06-13,1.6221,33.99,7.4557,6.6618,104.28,1104.48,3.2467,7.7964,43.788,3.3838,1.5518,0.8542
2001-06-14,1.6212,33.873,7.4555,6.6227,103.52,1097.17,3.2276,7.6812,43.53,3.3633,1.5432,0.8492
2001-06-15,1.6426,34,7.4555,6.7556,104.74,1119.13,3.2924,7.8934,44.663,3.4117,1.5691,0.8662
2001-06-16,1.6417,33.9763,7.4555,6.7249,104.9983,1115.7746,3.2769,7.8369,44.4002,3.406,1.5637,0.8623
2001-06-17,1.6427,33.967,7.4554,6.7089,105.3256,1115.7715,3.2688,7.8141,44.3052,3.404,1.5612,0.8602
2001-06-18,1.6444,33.963,7.4554,6.6928,105.71,1115.96,3.2606,7.7949,44.134,3.4023,1.5588,0.8581
2001-06-19,1.638,33.903,7.4551,6.6788,105.43,1116.62,3.2534,7.7439,44.606,3.3977,1.5563,0.8563
2001-06-20,1.644,33.927,7.455,6.6397,105,1103.28,3.2342,7.7403,44.343,3.4037,1.5502,0.8513
2001-06-21,1.654,34.032,7.4552,6.6701,106.12,1113.47,3.25,7.7691,44.644,3.4107,1.5581,0.8552
2001-06-22,1.651,33.94,7.4531,6.6516,105.98,1111.41,3.2405,7.7409,44.514,3.3918,1.5528,0.8528
2001-06-23,1.6552,33.9248,7.4533,6.674,106.2338,1114.8839,3.2521,7.7614,44.6998,3.3975,1.5575,0.8557
2001-06-24,1.6589,33.9033,7.4533,6.6927,106.4621,1117.7021,3.2617,7.7757,44.8489,3.4015,1.5613,0.8581
2001-06-25,1.663,33.885,7.4535,6.7131,106.71,1121.49,3.2724,7.7913,45.021,3.4059,1.5654,0.8607
2001-06-26,1.6621,33.83,7.4522,6.7165,106.71,1119,3.273,7.8026,45.029,3.4047,1.5672,0.8611
2001-06-27,1.6587,33.86,7.4479,6.7248,107.05,1119.14,3.2771,7.7952,45.086,3.41,1.5701,0.8622
2001-06-28,1.6635,33.78,7.447,6.6382,106.15,1108.98,3.2359,7.724,44.622,3.3727,1.5519,0.8511
2001-06-29,1.6735,33.78,7.4444,6.6143,105.37,1102.82,3.2226,7.6969,44.459,3.3696,1.5451,0.848
2001-06-30,1.6679,33.7863,7.4447,6.6106,105.3535,1102.2436,3.2217,7.6774,44.5503,3.379,1.5445,0.8475
2001-07-01,1.6638,33.7909,7.4448,6.6044,105.2713,1100.719,3.2193,7.6559,44.6022,3.3872,1.5431,0.8467
2001-07-02,1.6612,33.8,7.4449,6.5946,105.16,1099.15,3.2154,7.6238,44.613,3.3973,1.5408,0.8455
2001-07-03,1.6423,33.767,7.4457,6.6275,105.43,1098.24,3.2287,7.6693,45.011,3.3829,1.5486,0.8497
2001-07-04,1.6282,33.762,7.4443,6.5932,105.16,1095.09,3.2108,7.6794,44.74,3.3773,1.5414,0.8453
2001-07-05,1.6268,33.755,7.4427,6.569,105.74,1091.07,3.1959,7.6241,44.552,3.3923,1.537,0.8422
2001-07-06,1.6578,33.961,7.4422,6.5394,105.65,1084.89,3.1905,7.6379,44.361,3.535,1.5322,0.8384
2001-07-07,1.661,33.9763,7.4426,6.5641,105.8693,1090.3039,3.2006,7.6709,44.5259,3.5747,1.5386,0.8416
2001-07-08,1.6665,34.0108,7.443,6.5835,106.0666,1093.9344,3.209,7.6996,44.6417,3.6217,1.5438,0.8441
2001-07-09,1.6724,34.068,7.4434,6.5979,106.19,1095.86,3.2147,7.7214,44.683,3.6702,1.5475,0.8459
2001-07-10,1.674,33.902,7.4438,6.665,107.28,1108.71,3.2481,7.7728,45.311,3.6913,1.5672,0.8545
2001-07-11,1.6842,33.973,7.4424,6.7165,107.21,1125.03,3.2713,7.966,45.69,3.825,1.5804,0.8611
2001-07-12,1.6927,33.883,7.4425,6.6594,106.16,1108.23,3.2444,7.9591,45.32,3.7167,1.5654,0.8538
2001-07-13,1.6821,33.785,7.442,6.66,106.12,1113.49,3.2447,7.9335,45.425,3.62,1.5678,0.8539
2001-07-14,1.683,33.8062,7.4428,6.6708,106.563,1116.7994,3.2501,7.957,45.6697,3.6204,1.5702,0.8553
2001-07-15,1.6829,33.814,7.4435,6.6801,106.9579,1119.9913,3.2547,7.9742,45.8881,3.6132,1.5725,0.8564
2001-07-16,1.683,33.825,7.4443,6.6947,107.45,1124.37,3.2621,8.0188,46.164,3.6063,1.5764,0.8583
2001-07-17,1.6811,33.795,7.4444,6.6424,106.65,1119,3.2353,7.8466,45.933,3.592,1.5617,0.8516
2001-07-18,1.6894,33.895,7.4466,6.7313,107.8,1127.94,3.2792,7.884,46.427,3.6195,1.5802,0.863
2001-07-19,1.6931,33.908,7.4463,6.8038,107.7,1137.7,3.3148,8.0509,46.406,3.6833,1.5924,0.8723
2001-07-20,1.7111,33.878,7.4485,6.8451,108.36,1145.88,3.3317,8.0372,46.599,3.699,1.6006,0.8776
2001-07-21,1.7099,33.8553,7.4479,6.8161,108.0842,1142.495,3.3186,7.9938,46.4249,3.6798,1.594,0.8739
2001-07-22,1.7104,33.8325,7.4474,6.7943,107.8837,1140.9767,3.3087,7.9583,46.2987,3.6636,1.589,0.8711
2001-07-23,1.7103,33.798,7.4471,6.7671,107.62,1138.73,3.296,7.9142,46.074,3.644,1.5831,0.8676
2001-07-24,1.7152,33.874,7.4447,6.7921,108.07,1140.75,3.309,7.9112,46.553,3.6677,1.584,0.8708
2001-07-25,1.7363,33.863,7.4443,6.8583,108.9,1147.49,3.3422,8.0448,47.229,3.6853,1.5989,0.8793
2001-07-26,1.724,33.882,7.4455,6.8357,108.58,1134.94,3.33,8.0059,46.856,3.6807,1.5821,0.8764
2001-07-27,1.7323,33.874,7.4454,6.8387,108.65,1135.46,3.3317,8.0766,46.814,3.6867,1.5769,0.8768
2001-07-28,1.7314,33.8775,7.4454,6.8343,108.9186,1136.2985,3.329,8.0334,46.8127,3.6894,1.5776,0.8762
2001-07-29,1.7312,33.8801,7.4454,6.8304,109.1679,1136.8302,3.3266,8.0053,46.8022,3.6924,1.5776,0.8757
2001-07-30,1.7314,33.87,7.4453,6.8254,109.45,1137.63,3.3235,7.9593,46.769,3.694,1.5773,0.8751
2001-07-31,1.7282,33.98,7.4475,6.8286,109.3,1136.4,3.326,8.0374,46.848,3.7103,1.5791,0.8755
2001-08-01,1.7188,34.003,7.4492,6.8769,109.85,1139.16,3.3518,8.0955,47.41,3.7528,1.5898,0.8817
2001-08-02,1.6951,34.002,7.4483,6.854,109.02,1128.38,3.3404,8.0917,47.161,3.755,1.5665,0.8788
2001-08-03,1.702,33.93,7.4476,6.868,109.05,1130.69,3.3457,8.0624,47.065,3.7297,1.5661,0.8806
2001-08-04,1.7028,33.9309,7.4474,6.8658,109.0506,1130.9853,3.3449,8.0636,46.9896,3.7297,1.5671,0.8803
2001-08-05,1.7039,33.9243,7.4471,6.865,109.0483,1131.3222,3.3446,8.0611,46.9104,3.728,1.5677,0.8802
2001-08-06,1.7055,33.919,7.4471,6.8668,109.08,1132.7,3.3455,8.0667,46.838,3.7267,1.5689,0.8805
2001-08-07,1.702,33.913,7.4429,6.8383,108.74,1126.95,3.3326,8.0154,46.722,3.7197,1.5655,0.8768
2001-08-08,1.701,33.805,7.4432,6.8346,107.94,1121.66,3.329,7.9603,46.497,3.6966,1.5546,0.8763
2001-08-09,1.7135,33.85,7.4422,6.9049,109.16,1137.61,3.3644,8.0421,46.879,3.7345,1.5721,0.8853
2001-08-10,1.7332,33.88,7.4422,6.9695,109.31,1146.85,3.3955,8.1403,46.331,3.7623,1.5718,0.8936
2001-08-11,1.7319,33.8828,7.4423,6.9794,109.3227,1149.0132,3.4002,8.1454,46.2808,3.7741,1.574,0.8949
2001-08-12,1.7326,33.8887,7.4423,6.9947,109.3538,1152.3859,3.4076,8.1636,46.1781,3.7872,1.5761,0.8968
2001-08-13,1.7329,33.897,7.4423,7.0123,109.33,1156.24,3.4159,8.1845,46.069,3.7997,1.5783,0.8991
2001-08-14,1.738,33.88,7.4431,6.9948,110.04,1155.53,3.4092,8.1645,45.912,3.8168,1.5788,0.8968
2001-08-15,1.7291,33.9,7.4433,7.1126,109.62,1165.68,3.4637,8.3243,46.487,3.8833,1.5902,0.9114
2001-08-16,1.7358,33.972,7.4437,7.132,109.66,1167.69,3.4772,8.2991,46.668,3.8966,1.5949,0.9144
2001-08-17,1.712,34.022,7.4453,7.1275,110.34,1174.74,3.4761,8.338,46.826,3.9205,1.6037,0.9138
2001-08-18,1.7142,34.0397,7.4455,7.1302,110.2261,1172.8073,3.4759,8.345,46.8376,3.9232,1.6042,0.9141
2001-08-19,1.7142,34.0614,7.4457,7.1324,110.1754,1172.2013,3.4759,8.3558,46.8707,3.9276,1.6056,0.9144
2001-08-20,1.7145,34.083,7.4459,7.136,110.18,1171.99,3.4761,8.3746,46.927,3.9348,1.608,0.9149
2001-08-21,1.711,34.078,7.4468,7.1196,109.4,1167.47,3.4704,8.3289,46.781,3.8997,1.5973,0.9128
2001-08-22,1.7114,34.342,7.4485,7.1883,110.39,1177.8,3.5023,8.3797,46.958,3.9383,1.6149,0.9216
2001-08-23,1.7118,34.303,7.4472,7.1071,109.65,1165.42,3.4628,8.2988,46.52,3.8593,1.5993,0.9112
2001-08-24,1.718,34.217,7.4449,7.1041,109.56,1162.18,3.4611,8.3202,46.497,3.8379,1.5953,0.9108
2001-08-25,1.7191,34.2118,7.4448,7.0988,109.4257,1161.6376,3.4584,8.3057,46.4947,3.8479,1.5935,0.9101
2001-08-26,1.7207,34.1983,7.4445,7.0932,109.2914,1160.5177,3.4555,8.2946,46.4832,3.8551,1.5913,0.9094
2001-08-27,1.7231,34.182,7.4443,7.09,109.18,1159.88,3.4537,8.2851,46.488,3.8644,1.5894,0.909
2001-08-28,1.7162,34.188,7.4432,7.0527,108.75,1153.76,3.4365,8.2477,46.303,3.8437,1.5834,0.9042
2001-08-29,1.7202,34.21,7.4441,7.1149,108.94,1164.88,3.4664,8.3421,46.705,3.8589,1.5927,0.9122
2001-08-30,1.7139,34.242,7.4435,7.0939,108.95,1163.25,3.4556,8.3178,46.582,3.8565,1.5916,0.9095
2001-08-31,1.7305,34.322,7.4465,7.143,108.65,1171.31,3.4789,8.4318,46.691,3.8712,1.5939,0.9158
2001-09-01,1.7265,34.2765,7.4456,7.1139,108.3918,1165.3803,3.4656,8.3856,46.51,3.8587,1.5878,0.9121
2001-09-02,1.7243,34.2447,7.445,7.0919,108.1325,1161.4701,3.4557,8.3607,46.3659,3.8482,1.5826,0.9092
2001-09-03,1.7225,34.217,7.4444,7.076,107.92,1159.4,3.4489,8.3477,46.252,3.8387,1.5782,0.9072
2001-09-04,1.717,34.146,7.444,6.9965,107.1,1144.57,3.4119,8.2468,45.925,3.8183,1.5657,0.897
2001-09-05,1.708,34.155,7.4431,6.9349,106.93,1135.38,3.3761,8.192,45.489,3.7659,1.5538,0.8891
2001-09-06,1.7002,34.112,7.4424,6.9067,107.36,1135.5,3.3659,8.2109,45.484,3.7617,1.5517,0.8855
2001-09-07,1.7232,34.155,7.4426,6.9823,108.32,1150.33,3.4005,8.3195,45.996,3.7865,1.5697,0.8952
2001-09-08,1.7351,34.1497,7.4423,7.0012,108.5189,1153.1079,3.4104,8.3609,46.0606,3.7898,1.5725,0.8976
2001-09-09,1.7477,34.1489,7.4421,7.0247,108.7787,1157.39,3.4224,8.4101,46.176,3.7946,1.5767,0.9006
2001-09-10,1.7634,34.153,7.4418,7.0566,109.05,1162.54,3.4385,8.474,46.351,3.8007,1.5823,0.9047
2001-09-11,1.7453,34.1,7.4415,6.9917,109.3,1161.73,3.4067,8.4016,45.991,3.784,1.5732,0.8964
2001-09-12,1.7568,34.191,7.4433,7.0599,108.15,1162.82,3.4457,8.6185,46.426,3.8405,1.5722,0.9052
2001-09-13,1.7607,34.123,7.4437,7.0666,107.88,1168.97,3.4432,8.5672,46.469,3.8497,1.5764,0.906
2001-09-14,1.7844,34.157,7.4439,7.1907,108.33,1197.09,3.5049,8.7512,47.321,3.904,1.5979,0.9219
2001-09-15,1.8054,34.1962,7.4433,7.1956,108.4,1196.2976,3.5071,8.759,47.3208,3.9107,1.5993,0.9225
2001-09-16,1.8265,34.2337,7.4428,7.2112,108.4967,1199.5246,3.5147,8.7888,47.4237,3.921,1.6025,0.9245
2001-09-17,1.848,34.27,7.4423,7.2296,108.61,1203.86,3.5241,8.8381,47.543,3.933,1.6061,0.9269
2001-09-18,1.8652,34.33,7.4423,7.2194,108.5,1200.73,3.5148,8.7454,47.543,3.9218,1.6067,0.9256
2001-09-19,1.8837,34.273,7.4423,7.2208,108.84,1200.3,3.5171,8.7247,47.564,3.9097,1.6118,0.9258
2001-09-20,1.8748,34.245,7.4436,7.2215,108.15,1202.47,3.5166,8.7636,47.473,3.8745,1.6083,0.9259
2001-09-21,1.9,34.277,7.4394,7.1759,107.18,1205.2,3.4945,8.7684,47.13,3.8243,1.6022,0.92
2001-09-22,1.8855,34.2566,7.439,7.1696,107.3421,1200.2646,3.4927,8.7247,47.1055,3.8343,1.6066,0.9192
2001-09-23,1.8746,34.2414,7.4385,7.1598,107.4098,1196.522,3.4891,8.6889,47.042,3.8397,1.6099,0.9179
2001-09-24,1.8626,34.235,7.4378,7.1477,107.47,1191.32,3.4846,8.6373,46.95,3.843,1.6124,0.9164
2001-09-25,1.861,34.16,7.4382,7.1569,107.53,1195.63,3.4884,8.6889,47.048,3.8758,1.6232,0.9176
2001-09-26,1.8575,34.005,7.4362,7.1904,108.62,1198.47,3.5016,8.7552,47.317,3.8853,1.6287,0.9219
2001-09-27,1.895,33.917,7.4364,7.1794,109.75,1198.49,3.4973,8.8188,47.26,3.8592,1.6256,0.9205
2001-09-28,1.842,33.912,7.4367,7.1217,109.02,1190.68,3.4749,8.6805,46.957,3.8598,1.6123,0.9131
2001-09-29,1.8494,33.8701,7.4365,7.1253,109.1637,1192.5578,3.4744,8.6958,46.9871,3.8581,1.6141,0.9136
2001-09-30,1.8517,33.8312,7.4363,7.1234,109.2461,1193.1049,3.4719,8.6926,46.9767,3.8565,1.6144,0.9134
2001-10-01,1.8536,33.81,7.4362,7.1161,109.2,1189.9,3.4666,8.6801,46.89,3.8535,1.6126,0.9125
2001-10-02,1.8622,33.609,7.4352,7.1663,110.73,1214.79,3.4911,8.7318,47.428,3.8697,1.6326,0.9189
2001-10-03,1.8463,33.632,7.4352,7.1823,111.54,1214.21,3.4989,8.7876,47.506,3.8608,1.6391,0.9209
2001-10-04,1.8306,33.678,7.4347,7.1107,109.95,1191.59,3.4632,8.6665,46.98,3.82,1.6213,0.9117
2001-10-05,1.8093,33.678,7.4349,7.1554,110.31,1199.04,3.4848,8.8083,47.279,3.8054,1.6405,0.9174
2001-10-06,1.8137,33.6981,7.4347,7.163,110.3159,1199.487,3.4892,8.7987,47.3549,3.8209,1.6439,0.9184
2001-10-07,1.8156,33.7164,7.4345,7.1732,110.3394,1200.3895,3.4948,8.8064,47.4476,3.8339,1.6486,0.9197
2001-10-08,1.817,33.75,7.4342,7.1866,110.35,1202.43,3.5023,8.8254,47.557,3.85,1.6533,0.9214
2001-10-09,1.8247,33.643,7.4352,7.1703,110.61,1196.93,3.4927,8.7876,47.589,3.828,1.6588,0.9193
2001-10-10,1.8189,33.605,7.4354,7.1259,109.63,1195.9,3.4717,8.624,47.316,3.7952,1.6547,0.9136
2001-10-11,1.8133,33.557,7.4368,7.0681,109.55,1180.78,3.4457,8.5008,46.924,3.7292,1.6497,0.9062
2001-10-12,1.809,33.527,7.4369,7.0512,109.65,1169.78,3.4361,8.4638,46.84,3.743,1.642,0.904
2001-10-13,1.7957,33.5062,7.4371,7.0667,109.7031,1173.3098,3.4435,8.4723,46.9451,3.7384,1.6443,0.906
2001-10-14,1.7833,33.4841,7.4374,7.0786,109.7584,1174.4806,3.4491,8.4719,47.0185,3.7348,1.6455,0.9075
2001-10-15,1.7702,33.46,7.4377,7.0956,109.8,1176.24,3.4571,8.488,47.148,3.7338,1.647,0.9097
2001-10-16,1.7641,33.45,7.4368,7.0605,110.05,1174.5,3.4403,8.3926,46.852,3.6955,1.6474,0.9052
2001-10-17,1.7628,33.47,7.4365,7.0372,109.75,1170.6,3.4278,8.2881,46.681,3.698,1.6396,0.9022
2001-10-18,1.775,33.507,7.4365,7.0403,109.23,1172.93,3.4301,8.3405,46.667,3.6958,1.6364,0.9026
2001-10-19,1.7793,33.493,7.4366,7.027,109.1,1170.72,3.4229,8.2924,46.637,3.7068,1.6417,0.9009
2001-10-20,1.7741,33.4483,7.4365,7.015,109.1341,1168.7096,3.4178,8.2823,46.5921,3.7017,1.6399,0.8994
2001-10-21,1.7699,33.4078,7.4364,7.0029,109.1515,1166.7588,3.4125,8.2682,46.5491,3.6978,1.6387,0.8978
2001-10-22,1.7672,33.368,7.4363,6.9957,109.18,1165.97,3.4099,8.2655,46.55,3.6957,1.639,0.8969
2001-10-23,1.747,33.317,7.4362,6.9318,109.03,1156.64,3.3773,8.1688,46.171,3.669,1.6228,0.8887
2001-10-24,1.755,33.3,7.4361,6.9552,109.48,1155.64,3.3885,8.1967,46.28,3.6715,1.6313,0.8917
2001-10-25,1.7563,33.332,7.4362,6.9333,109.56,1149.35,3.3786,8.2087,46.078,3.6862,1.6235,0.8889
2001-10-26,1.7767,33.665,7.4364,6.9504,109.25,1153.08,3.3868,8.2641,46.39,3.6495,1.6297,0.8911
2001-10-27,1.7776,33.6016,7.4376,6.9763,109.5177,1157.1936,3.3988,8.2827,46.5028,3.6654,1.6363,0.8944
2001-10-28,1.7803,33.5798,7.4387,7.0009,109.739,1161.0099,3.4102,8.3059,46.634,3.6774,1.6427,0.8976
2001-10-29,1.7833,33.547,7.4399,7.0238,109.94,1164.35,3.4206,8.3201,46.741,3.688,1.6497,0.9005
2001-10-30,1.7816,33.618,7.4405,7.0698,110.42,1171.98,3.4438,8.4146,47.08,3.7208,1.6516,0.9064
2001-10-31,1.7942,33.62,7.4434,7.0528,110.37,1170.94,3.4351,8.3503,46.96,3.705,1.6477,0.9042
2001-11-01,1.7781,33.628,7.4481,7.0973,110.72,1174.42,3.4563,8.4475,47.252,3.7113,1.6627,0.9097
2001-11-02,1.7864,33.53,7.4483,7.0637,110.05,1169.13,3.4418,8.4181,47.051,3.72,1.6572,0.9056
2001-11-03,1.7785,33.511,7.4482,7.0402,109.8051,1172.146,3.4297,8.3667,46.8885,3.7069,1.6489,0.9026
2001-11-04,1.7719,33.4843,7.4481,7.0164,109.5311,1174.0502,3.4178,8.321,46.7291,3.6956,1.6411,0.8995
2001-11-05,1.7665,33.454,7.448,6.9896,109.3,1179.27,3.4042,8.271,46.54,3.6844,1.6325,0.8961
2001-11-06,1.747,33.457,7.4478,6.9895,108.46,1160.45,3.4048,8.2342,46.547,3.6688,1.6305,0.8961
2001-11-07,1.7485,33.448,7.4489,7.0308,108.98,1164.61,3.4256,8.3227,46.763,3.6793,1.6356,0.9014
2001-11-08,1.7434,33.345,7.45,6.9982,108.25,1148.42,3.4081,8.2622,46.435,3.6443,1.629,0.8972
2001-11-09,1.7347,33.382,7.4496,6.9653,107.47,1141.25,3.3933,8.2523,46.367,3.6372,1.6292,0.893
2001-11-10,1.7286,33.35,7.4505,6.9625,107.5675,1143.1658,3.392,8.2505,46.3435,3.6352,1.6279,0.8926
2001-11-11,1.7222,33.3243,7.4513,6.9568,107.5908,1143.4791,3.3892,8.2468,46.3102,3.6326,1.6267,0.8919
2001-11-12,1.7166,33.3,7.4525,6.9567,107.66,1145.2,3.3896,8.2559,46.317,3.631,1.6268,0.8919
2001-11-13,1.704,33.26,7.4489,6.8968,107.14,1137.97,3.3577,8.1729,46.009,3.6168,1.6137,0.8842
2001-11-14,1.6855,33.243,7.4446,6.8663,107.2,1130.31,3.3456,8.134,45.843,3.6098,1.6077,0.8803
2001-11-15,1.6989,33.275,7.4422,6.8834,107.91,1127.84,3.3531,8.1062,45.947,3.6215,1.6173,0.8825
2001-11-16,1.6893,33.258,7.4411,6.8986,108.46,1134.81,3.3609,8.1587,45.947,3.6625,1.6239,0.8845
2001-11-17,1.6892,33.2294,7.4421,6.8843,108.4312,1131.7229,3.3535,8.1252,45.9111,3.6462,1.6222,0.8827
2001-11-18,1.6884,33.2028,7.443,6.8729,108.4527,1129.9761,3.3476,8.1027,45.8814,3.6341,1.6214,0.8812
2001-11-19,1.6868,33.172,7.4438,6.8582,108.48,1128.14,3.3398,8.0758,45.835,3.6217,1.6205,0.8793
2001-11-20,1.6941,33.172,7.4455,6.882,108.47,1127.71,3.3534,8.0832,45.954,3.6152,1.621,0.8824
2001-11-21,1.6982,33.217,7.4449,6.8561,108.02,1120.85,3.3404,8.0561,45.733,3.594,1.6148,0.8791
2001-11-22,1.7006,33.238,7.4423,6.846,108.66,1121.39,3.3362,8.0394,45.61,3.5943,1.6169,0.8778
2001-11-23,1.701,33.133,7.441,6.8592,109.1,1119.6,3.3418,8.0457,45.751,3.6077,1.6166,0.8795
2001-11-24,1.7003,33.1398,7.4411,6.8639,109.1412,1117.9959,3.3441,8.0564,45.7439,3.6072,1.6164,0.8801
2001-11-25,1.6997,33.1354,7.4411,6.8692,109.2174,1116.3954,3.3467,8.0658,45.752,3.6077,1.6162,0.8808
2001-11-26,1.7007,33.127,7.4412,6.8771,109.33,1115.48,3.3505,8.072,45.761,3.61,1.6163,0.8818
